spectrum,kappa,bits,mode,grad_bits,seed,lr,steps,delta,rel_gap,best_rel_gap,passed_gate,w_err_inf,err_in_grid_steps,frozen_frac_tail,freeze_law_violations,shadow_sat_frac_max,threads,seconds
bulk_outlier,100.0,10,rtn,,0,0.019801980198019802,3000,0.015655577299412915,0.035550856130770504,0.035550856130770504,False,0.48091578483581543,30.71849575638771,1.0,0,0.0,4,4.76
bulk_outlier,100.0,10,rtn,,1,0.019801980198019802,3000,0.015655577299412915,0.035550856130770504,0.035550856130770504,False,0.48091578483581543,30.71849575638771,1.0,0,0.0,4,5.43
bulk_outlier,100.0,10,rtn,,2,0.019801980198019802,3000,0.015655577299412915,0.035550856130770504,0.035550856130770504,False,0.48091578483581543,30.71849575638771,1.0,0,0.0,4,4.56
bulk_outlier,100.0,10,sr,,0,0.019801980198019802,3000,0.015655577299412915,0.00020893484995735344,9.201599398788756e-05,True,0.06443315744400024,4.115667931735516,0.9647549999999999,,0.0,4,4.99
bulk_outlier,100.0,10,sr,,1,0.019801980198019802,3000,0.015655577299412915,0.00013920347208540602,8.276257606215665e-05,True,0.055757999420166016,3.5615422129631042,0.9658249999999999,,0.0,4,4.96
bulk_outlier,100.0,10,sr,,2,0.019801980198019802,3000,0.015655577299412915,0.00026477100263579096,9.032348058863895e-05,True,0.09403358399868011,6.006395177915692,0.926285,,0.0,4,4.99
bulk_outlier,100.0,10,ef,,0,0.019801980198019802,3000,0.015655577299412915,0.005778896037454095,0.0001223451720890954,False,0.03650945425033569,2.3320413902401924,0.34586500000000003,,0.0,4,5.47
bulk_outlier,100.0,10,ef,,1,0.019801980198019802,3000,0.015655577299412915,0.005778896037454095,0.0001223451720890954,False,0.03650945425033569,2.3320413902401924,0.34586500000000003,,0.0,4,5.95
bulk_outlier,100.0,10,ef,,2,0.019801980198019802,3000,0.015655577299412915,0.005778896037454095,0.0001223451720890954,False,0.03650945425033569,2.3320413902401924,0.34586500000000003,,0.0,4,5.73
bulk_outlier,100.0,8,rtn,,0,0.019801980198019802,3000,0.06299212598425197,0.3386717389929476,0.3386717389929476,False,1.8261889219284058,28.99074913561344,1.0,0,0.0,4,4.78
bulk_outlier,100.0,8,rtn,,1,0.019801980198019802,3000,0.06299212598425197,0.3386717389929476,0.3386717389929476,False,1.8261889219284058,28.99074913561344,1.0,0,0.0,4,4.59
bulk_outlier,100.0,8,rtn,,2,0.019801980198019802,3000,0.06299212598425197,0.3386717389929476,0.3386717389929476,False,1.8261889219284058,28.99074913561344,1.0,0,0.0,4,4.66
bulk_outlier,100.0,8,sr,,0,0.019801980198019802,3000,0.06299212598425197,0.004421151932112681,0.001677638919655159,False,0.3053288459777832,4.847095429897308,0.934555,,0.0,4,4.85
bulk_outlier,100.0,8,sr,,1,0.019801980198019802,3000,0.06299212598425197,0.007380526589902711,0.0015372480538653154,False,0.3271634578704834,5.193719893693924,0.946045,,0.0,4,5.12
bulk_outlier,100.0,8,sr,,2,0.019801980198019802,3000,0.06299212598425197,0.00414903463376867,0.001463286168595532,False,0.39444810152053833,6.261863611638546,0.93388,,0.0,4,5.1
bulk_outlier,100.0,8,ef,,0,0.019801980198019802,3000,0.06299212598425197,0.07645876906625902,0.0013458294878341936,False,0.12563872337341309,1.9945147335529327,0.43711,,0.0,4,5.81
bulk_outlier,100.0,8,ef,,1,0.019801980198019802,3000,0.06299212598425197,0.07645876906625902,0.0013458294878341936,False,0.12563872337341309,1.9945147335529327,0.43711,,0.0,4,5.51
bulk_outlier,100.0,8,ef,,2,0.019801980198019802,3000,0.06299212598425197,0.07645876906625902,0.0013458294878341936,False,0.12563872337341309,1.9945147335529327,0.43711,,0.0,4,5.51
bulk_outlier,100.0,4,rtn,,0,0.019801980198019802,3000,1.1428571428571428,1.0,1.0,False,3.2318716049194336,2.8278876543045044,1.0,0,0.0,4,4.53
bulk_outlier,100.0,4,rtn,,1,0.019801980198019802,3000,1.1428571428571428,1.0,1.0,False,3.2318716049194336,2.8278876543045044,1.0,0,0.0,4,4.75
bulk_outlier,100.0,4,rtn,,2,0.019801980198019802,3000,1.1428571428571428,1.0,1.0,False,3.2318716049194336,2.8278876543045044,1.0,0,0.0,4,4.68
bulk_outlier,100.0,4,sr,,0,0.019801980198019802,3000,1.1428571428571428,0.8534840683873001,0.5574903879899699,False,4.128488063812256,3.612427055835724,0.9433400000000001,,0.0010000000474974513,4,5.15
bulk_outlier,100.0,4,sr,,1,0.019801980198019802,3000,1.1428571428571428,0.6958031809834138,0.511975309558676,False,3.4367294311523438,3.007138252258301,0.96446,,0.0020000000949949026,4,5.14
bulk_outlier,100.0,4,sr,,2,0.019801980198019802,3000,1.1428571428571428,1.438889910996253,0.5577132006206179,False,5.787276268005371,5.0638667345047,0.9208799999999999,,0.0010000000474974513,4,4.97
bulk_outlier,100.0,4,ef,,0,0.019801980198019802,3000,1.1428571428571428,38.49899825864152,0.6590946399113954,False,2.791891098022461,2.4429047107696533,0.374505,,0.0,4,5.61
bulk_outlier,100.0,4,ef,,1,0.019801980198019802,3000,1.1428571428571428,38.49899825864152,0.6590946399113954,False,2.791891098022461,2.4429047107696533,0.374505,,0.0,4,6.44
bulk_outlier,100.0,4,ef,,2,0.019801980198019802,3000,1.1428571428571428,38.49899825864152,0.6590946399113954,False,2.791891098022461,2.4429047107696533,0.374505,,0.0,4,6.48
